UTTERANCES,actor.gender,gr.amount,movie.country,movie.directed_by,movie.estimated_budget,movie.genre,movie.gross_revenue,movie.initial_release_date,movie.language,movie.locations,movie.music,movie.produced_by,movie.production_companies,movie.rating,movie.starring.actor,movie.starring.character,movie.subjects,none,person.date_of_birth
show me g rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bring up all diving related movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
how do they speak in the movie the professional,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find movies produced by george lucas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
can you give me detailed information about the movie house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what are all of the movies that john singleton has directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me all movies that star ed harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want to see infomation on the movie dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
release date for batman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
what genre is ted considered,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i would like to know the names of all the movies which have george clooney in them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
can you give me more information about charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
when will the hobbit be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
movies about time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tim burton movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i need movie information for life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i want to watch movies with tom hanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me info on the movie dirty dancing please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me movies about time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
give me information about elizabeth mcgovern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me a list of movies that are new and rated pg-13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
i wonder who produced the terminator,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
who produced the godfather,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me a list of movies directed by mel gibson,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find films in german,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show me the movies rating pg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
see bill paxton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find me movies by jj abrams,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me french movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
are there any movies with skating on ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
current movie suggestions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show recent films starring bruce willis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
the campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
can you show me a movie with brad pitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find movies by ron howard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies produced by brian glazer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tell me the rating of the film grease,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
is toy story for kids,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i would like to select the option to search for movies produced by stephen spielberg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
find movies done in germany,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who starred in dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
list all movies rated pg-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what movies did spike lee direct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show who produced black swan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
which language is used in the movie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
look for information about charles vidor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
search the campaign movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i want to find information about the cast of apollo thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who stars in forager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
can you give me a list of movies produced by bruce lee,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
find movies in french,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find me romantic movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
are there movies not rated g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
which are some of the movies that have george clooney in them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
please show me movies about ice skating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
show me movies in german,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
there are several g movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who directed hope floats,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twilight revenue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
when was black beauty released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
when did resident evil come out,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dirty dancing movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
which movie was produced by albert rudy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
send me movies that are in italian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show me a list of movies in english,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
how is a good man in africa's rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tell me about inception's director,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what are the three latest films with will ferrell,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
did rob reiner direct any movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movies alfred hitchcock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locate all movies produced by george lucas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me the genre of the movie avatar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
look for the budget of freedom writers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
which movies has kristen stewart been in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what movies has jerry bruckheimer produced,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
which female actors starred in hitch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
can you please list the movies brad pitt has acted in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find movie titles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who are all of the actors in hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
how much did the dark night cost to produce,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find me movies rated g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
get films made in canada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all the movies of karan johar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who produced et,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
what ratings does the house at the end of the street hold,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
japanese movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
list movies filmed in ireland,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
i would like to see french movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what movies made the most money,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the god father,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who directed avatar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies did harry weinstein produce,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
find the director of big,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring up all director movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies have brad pitt produced,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
give me a list of woody allen films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movies patrick swayze played in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
please tell me when will the movie gone with the wind will be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who produced hitch,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
get me only g-rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who played robin in batman forever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
show me back to the future movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
watch pg and g movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show data for the movie in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what has andrew stanton directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me movies in french,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i would like to look for movies about god,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
budget for the blind side,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will you please show me info on the movie the campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please give me a dutch movie listing,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
play list g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me a list of movies that christian bale has starred in during his career,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
list spielberg movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who is the producer of avatar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
find spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who was the director in men in black 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please show me all of the films that involve kevin bacon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
do you have a list of japanese movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i would like to get all the information about the movie dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
search for the director of step up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to see any movies will ferrell has been in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what genre is the movie pretty girl,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
how much did it cost to produce the deer hunter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richard lester produced what other movies,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
revenue for titanic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
find me movies rated g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
list all the movies john travolta has done,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find the new will ferrell movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
movies with pg rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
information for vivian lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find movies is french,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
it is hard to find a movie that is rated g anymore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
korean language movie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
display details of in july movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me hitch's cast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
biography for will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who directed dirty dancing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
do you have any pg thirteen rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i need to know names of some movies which have a rating of pg-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me movies with a rating of r,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
can you show me movies starring denzel washington please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me all movies by charles vidor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian films,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find all films showing in french,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
russell crowe movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
karan johar's movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overview of house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find information about tom cruise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
display movies made in germany,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list me the actors for top gun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
can you tell me the rating for cabin in the woods,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
find me more information on scorscese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
looking for a comedy movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
r rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i want to find movies by director james cameron,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
was kevin bacon in apollo thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
names of romantic indian films,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
what is the release date of heroine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i wonder how many movies alfred hitchcock was in that he directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
search cast and crew for dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stephen spielberg movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when was the campaign released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
when was finding nemo released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me movies with pg rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
how much did hollywood pay for black swan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i would like to see something produced by robert redford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
producer for slumdog millionaire,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
movies about immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i need a list of actors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me more information about the producer ray stark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
director of the hulk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me gilda's credits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
search movies by noah baumbach,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get movies from canada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
have any new movies by twentieth century fox,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
how much did batman begins cost,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how many movies are made in the united states,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies and upcoming movies will christian bale star in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
in july movie page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
search movies in which halle berry acted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who were the cast members in the hobbist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who is the producer of the godfather,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
display actors in movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find out the genre for the movie annamayya,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what pg-13 movies are currently showing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
producer for gone with the wind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i would like to watch an alfred hitchcock movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movies from england,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angelina jolie's latest movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
find movies produced by paramount pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
han solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i would like info on the movie life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
looking of movie heroine's budget,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
when was the movie heroine released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me a list of all warner bros. films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what foreign language is spoken in movie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
will ferell videos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who produced the movie gone with the wind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i want more information on richard lester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
watch the last james cameron movie,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
what company produced secretariat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hope this movie is in english,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
when did the movie avatar get released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i want to see a film in japanese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find movies produced by spike lee,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me movies about zombies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
which movies does gabrielle union come out in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
can you find some drama movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
who produced avatar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
what types of movies does lionsgate produce,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
who starred in the movie hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what was the release date of the movie avatar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
list movie ratings for us movie looper,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
list some sci fi movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
show me movies about time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
search for the name of the director of return,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how old for black swan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
which actors starred in hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me thrillers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
search directors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
can i take my 13 year old to see american pie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
movies will ferrell played in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find the director for the social network,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spielberg movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list french movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sound of music robert wise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who plays in the movie the campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
in which date varsham movie released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
can you tell me which country the movie kati patang comes from,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show rating of movie avengers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me korean language movie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i want to take my kids to a g movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show only rated r movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what company produced days of thunder,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
company that produced thor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
open page for finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what language is the chaser in,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show me the name of the producer of the movie avatar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sort by all brad pitt movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tell me the rating of the movie grease,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rating for dark knight,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
please find what language the chaser is in,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
movies frances ford copolla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
display the films by 7 arts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
how old is steven spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
movies with italian language,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
director of the avengers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how many movies has lionsgate done,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
where can i see a list of movies produced in great britain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when will 24 be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
what is the appropriate age for clueless,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
can you tell me about the movie dirty dancing in detail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who was the director of the movie avatar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me cher movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show french comedy films,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
show me movies from poland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who produced the movie hotel rwanda,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
release date for the watch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me movies that tom hanks directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to see videos of will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
give me a list of some movies by producer walt disney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what available movies are rated g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me high grossing movies,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i want to see paramount movies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i want to search for pg rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
find dreamworks movies for kids,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
gilda director,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find me info on house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who played in life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
when will jaws be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who is the producer for the movie ants,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
videos of steven spielberg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
give me a list of movies made in france,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to see a list about zombie horror films,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
who was the director of movie varsham,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
do you know when this movie is available,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
release date of snow white and the huntsman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who's the director of pi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how much was it to make the film batman begins,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
get me a list of movies that ron howard produce,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
